Order_ID,Customer_ID,City,Category,Product_Name,Quantity,Price_per_Unit,Order_Date,Delivery_Time_Minutes,Payment_Method,Rating,Total_Amount
100709,2440,Bangalore,Fruits,Chips,9,108.54,2024-06-25,48,UPI,4.3,976.86
100710,2191,Pune,Dairy,Apple,9,155.93,2024-01-11,34,Cash,1.1,1403.3700000000001
100711,4913,Bangalore,Vegetables,Milk,8,41.22,2024-02-10,43,Cash,3.2,329.76
100712,2066,Bangalore,Fruits,Milk,3,153.12,2024-04-23,20,Card,4.6,459.36
100713,4627,Mumbai,Snacks,Bread,2,154.55,2024-06-28,55,UPI,1.7,309.1
100714,1284,Bangalore,Beverages,Chips,5,21.39,2024-07-12,46,Card,2.4,106.95
100715,3444,Delhi,Beverages,Chips,1,13.57,2024-07-14,50,Cash,2.3,13.57
100716,1011,Hyderabad,Dairy,Apple,3,195.05,2024-12-13,16,Cash,2.4,585.1500000000001
100717,2630,Delhi,Fruits,Bread,1,46.74,2024-08-12,55,Card,1.2,46.74
100718,4373,Pune,Snacks,Chips,3,166.21,2024-11-26,57,Card,2.1,498.63
100719,4969,Hyderabad,Fruits,Juice,4,116.75,2024-11-18,31,Card,2.2,467.0
100720,4324,Bangalore,Beverages,Juice,7,60.25,2024-09-17,57,Cash,4.5,421.75
100721,3546,Pune,Fruits,Milk,5,34.69,2024-04-25,48,UPI,2.4,173.45
100722,1753,Hyderabad,Snacks,Apple,5,104.37,2024-05-29,19,Cash,2.8,521.85
100723,3082,Bangalore,Dairy,Banana,1,87.4,2024-04-27,30,Card,2.5,87.4
100724,3774,Delhi,Vegetables,Milk,8,142.79,2024-06-13,15,UPI,1.5,1142.32
100725,3896,Hyderabad,Fruits,Bread,4,181.79,2024-09-08,58,Card,5.0,727.16
100726,1089,Bangalore,Vegetables,Chips,5,163.0,2024-09-23,10,Cash,4.3,815.0
100727,1775,Delhi,Beverages,Milk,2,62.15,2024-02-13,43,UPI,3.2,124.3
100728,3652,Pune,Dairy,Banana,1,177.0,2024-06-29,23,UPI,2.9,177.0
100729,4993,Pune,Dairy,Banana,9,168.34,2024-03-17,45,Cash,3.6,1515.06
100730,4017,Pune,Fruits,Juice,2,186.54,2024-04-25,36,Card,2.3,373.08
100731,2625,Pune,Dairy,Bread,6,97.15,2024-03-07,18,Card,1.2,582.9000000000001
100732,4069,Mumbai,Fruits,Milk,1,156.03,2024-01-13,15,Card,2.6,156.03
100733,1417,Hyderabad,Fruits,Apple,1,122.42,2024-04-01,40,Cash,4.9,122.42
100734,1114,Hyderabad,Vegetables,Milk,9,69.0,2024-09-02,26,Card,1.7,621.0
100735,1616,Mumbai,Dairy,Juice,4,198.94,2024-09-23,52,UPI,3.1,795.76
100736,4974,Bangalore,Fruits,Banana,9,17.28,2024-05-18,45,Card,1.0,155.52
100737,4267,Bangalore,Vegetables,Bread,5,40.83,2024-12-06,30,Card,1.5,204.14999999999998
100738,1825,Pune,Snacks,Bread,7,179.58,2024-08-31,36,UPI,3.3,1257.0600000000002
100739,4572,Delhi,Vegetables,Apple,1,21.51,2024-12-06,50,UPI,2.2,21.51
100740,2649,Bangalore,Vegetables,Bread,6,178.5,2024-09-29,37,Card,4.6,1071.0
100741,2516,Delhi,Fruits,Juice,8,145.89,2024-10-30,25,UPI,2.6,1167.12
100742,4146,Hyderabad,Beverages,Juice,1,16.97,2024-07-09,44,Cash,1.8,16.97
100743,1412,Delhi,Beverages,Juice,9,91.57,2024-04-06,45,UPI,3.2,824.1299999999999
100744,4447,Hyderabad,Beverages,Bread,3,153.35,2024-11-26,44,Cash,4.2,460.04999999999995
100745,4491,Mumbai,Vegetables,Bread,1,120.79,2024-07-23,54,UPI,1.1,120.79
100746,1728,Mumbai,Fruits,Juice,1,187.82,2024-05-16,28,Cash,3.0,187.82
100747,4348,Pune,Dairy,Bread,6,174.85,2024-03-17,30,Cash,4.1,1049.1
100748,4068,Bangalore,Vegetables,Bread,6,73.2,2024-02-06,42,Card,1.4,439.20000000000005
100749,3808,Pune,Vegetables,Banana,1,26.08,2024-10-12,32,UPI,4.6,26.08
100750,1675,Hyderabad,Fruits,Milk,3,189.41,2024-10-29,15,UPI,2.1,568.23
100751,4465,Pune,Snacks,Chips,7,108.28,2024-05-14,41,UPI,1.7,757.96
100752,2892,Delhi,Vegetables,Bread,3,24.14,2024-05-21,31,Cash,3.4,72.42
100753,3504,Hyderabad,Snacks,Chips,3,165.15,2024-09-10,12,Card,1.7,495.45000000000005
100754,3967,Mumbai,Snacks,Chips,3,175.02,2024-02-17,44,UPI,3.7,525.0600000000001
100755,3239,Bangalore,Beverages,Banana,7,131.49,2024-09-11,25,Card,3.0,920.4300000000001
100756,3786,Hyderabad,Fruits,Bread,4,95.03,2024-05-13,51,Card,1.4,380.12
100757,4760,Hyderabad,Snacks,Juice,4,135.81,2024-10-16,34,Cash,4.6,543.24
100758,2122,Delhi,Fruits,Chips,3,144.27,2024-07-26,26,UPI,3.7,432.81000000000006
100759,2571,Bangalore,Beverages,Bread,9,179.68,2024-04-10,48,Card,3.2,1617.1200000000001
100760,1977,Mumbai,Fruits,Apple,2,191.61,2024-02-15,22,UPI,2.5,383.22
100761,2008,Hyderabad,Vegetables,Juice,4,107.72,2024-03-10,37,UPI,1.5,430.88
100762,3143,Hyderabad,Snacks,Apple,8,161.71,2024-05-15,20,UPI,3.8,1293.68
100763,2687,Delhi,Fruits,Apple,6,193.26,2024-10-06,19,Card,4.3,1159.56
100764,3710,Pune,Dairy,Chips,7,38.74,2024-03-07,48,Cash,1.5,271.18
100765,4261,Mumbai,Fruits,Apple,7,13.47,2024-01-04,33,Cash,3.0,94.29
100766,4807,Bangalore,Snacks,Banana,2,175.1,2024-08-11,47,Card,2.9,350.2
100767,1036,Hyderabad,Beverages,Banana,4,47.1,2024-01-01,33,UPI,2.4,188.4
100768,4851,Hyderabad,Beverages,Chips,6,18.07,2024-10-16,42,UPI,4.2,108.42
100769,4440,Mumbai,Snacks,Bread,3,40.42,2024-04-18,26,Cash,1.4,121.26
100770,4766,Pune,Vegetables,Milk,9,82.98,2024-09-21,53,Card,1.8,746.82
100771,2548,Hyderabad,Vegetables,Bread,4,51.66,2024-03-03,45,Card,1.0,206.64
100772,3326,Mumbai,Beverages,Bread,2,68.0,2024-09-22,44,Cash,2.5,136.0
100773,3264,Delhi,Beverages,Bread,6,195.31,2024-05-17,15,Card,2.2,1171.8600000000001
100774,3914,Pune,Snacks,Bread,1,143.84,2024-02-13,25,Card,4.5,143.84
100775,1872,Bangalore,Vegetables,Juice,6,145.32,2024-09-18,54,Cash,4.0,871.92
100776,2821,Hyderabad,Beverages,Milk,1,27.99,2024-08-03,37,Cash,1.3,27.99
100777,2296,Mumbai,Vegetables,Juice,8,149.1,2024-04-30,50,Card,4.0,1192.8
100778,4952,Delhi,Beverages,Apple,5,150.48,2024-05-31,41,Card,3.7,752.4
100779,3109,Bangalore,Fruits,Bread,6,135.35,2024-07-31,35,Cash,2.1,812.0999999999999
100780,1595,Mumbai,Dairy,Banana,2,53.4,2024-08-21,20,Cash,1.1,106.8
100781,2903,Mumbai,Fruits,Chips,2,90.38,2024-12-16,34,UPI,1.5,180.76
100782,1728,Bangalore,Beverages,Chips,9,170.79,2024-04-20,40,Card,2.0,1537.11
100783,2365,Delhi,Dairy,Juice,3,137.34,2024-12-26,30,Card,4.3,412.02
100784,1396,Delhi,Dairy,Juice,6,149.23,2024-11-15,54,Cash,2.9,895.3799999999999
100785,1698,Pune,Beverages,Banana,5,121.6,2024-08-09,12,Cash,4.7,608.0
100786,4090,Hyderabad,Beverages,Bread,4,95.42,2024-08-13,21,UPI,4.2,381.68
100787,3224,Bangalore,Vegetables,Milk,2,154.22,2024-07-28,49,UPI,2.1,308.44
100788,2635,Bangalore,Beverages,Apple,8,22.91,2024-03-11,55,Cash,4.4,183.28
100789,1395,Bangalore,Snacks,Chips,7,137.9,2024-12-25,50,Card,1.5,965.3000000000001
100790,3492,Delhi,Beverages,Apple,2,199.47,2024-03-29,34,UPI,1.1,398.94
100791,4304,Hyderabad,Snacks,Milk,6,158.24,2024-09-18,26,Cash,3.4,949.44
100792,4986,Pune,Beverages,Juice,8,65.21,2024-07-06,47,Cash,2.4,521.68
100793,1075,Mumbai,Vegetables,Chips,7,62.79,2024-04-21,45,Cash,2.3,439.53
100794,1264,Mumbai,Snacks,Apple,1,136.77,2024-08-26,45,Card,3.7,136.77
100795,3502,Bangalore,Fruits,Juice,5,180.21,2024-09-12,28,Cash,4.4,901.0500000000001
100796,2819,Hyderabad,Snacks,Milk,2,119.81,2024-05-29,53,Cash,2.3,239.62
100797,1717,Delhi,Vegetables,Apple,6,110.21,2024-05-06,11,Card,2.3,661.26
100798,3782,Hyderabad,Snacks,Bread,7,40.47,2024-11-14,26,Cash,3.1,283.28999999999996
100799,4455,Hyderabad,Beverages,Juice,7,145.94,2024-09-30,39,Cash,3.6,1021.5799999999999
100800,4635,Delhi,Beverages,Milk,3,143.44,2024-11-28,56,UPI,1.8,430.32
100801,1850,Bangalore,Vegetables,Apple,7,193.72,2024-05-18,19,Cash,4.7,1356.04
100802,4577,Hyderabad,Dairy,Bread,5,67.04,2024-04-12,44,Card,3.6,335.20000000000005
100803,2390,Mumbai,Beverages,Bread,8,153.72,2024-08-29,45,UPI,3.5,1229.76
100804,1143,Delhi,Fruits,Milk,8,92.47,2024-04-26,42,Cash,4.6,739.76
100805,1884,Pune,Vegetables,Banana,7,116.11,2024-08-01,10,Card,4.6,812.77
100806,4140,Bangalore,Snacks,Chips,6,165.13,2024-01-17,27,Cash,1.5,990.78
100807,4170,Delhi,Snacks,Milk,2,52.18,2024-06-27,13,UPI,1.6,104.36
100808,1395,Pune,Fruits,Bread,6,75.15,2024-08-11,56,Card,4.0,450.90000000000003
100809,4096,Pune,Beverages,Bread,9,156.93,2024-09-26,36,UPI,4.8,1412.3700000000001
100810,3995,Hyderabad,Vegetables,Milk,2,118.39,2024-11-08,34,Card,3.7,236.78
100811,3938,Hyderabad,Fruits,Banana,1,27.56,2024-12-14,37,Card,2.6,27.56
100812,2492,Hyderabad,Beverages,Chips,5,91.74,2024-05-13,31,Cash,3.7,458.7
100813,4555,Delhi,Vegetables,Apple,6,121.46,2024-04-23,51,Card,1.9,728.76
100814,4636,Delhi,Snacks,Milk,3,182.81,2024-05-11,34,Card,5.0,548.4300000000001
100815,4222,Bangalore,Vegetables,Chips,8,45.81,2024-05-18,26,Cash,2.7,366.48
100816,2167,Hyderabad,Dairy,Chips,7,163.13,2024-12-30,53,Card,4.7,1141.9099999999999
100817,3616,Pune,Vegetables,Juice,2,34.82,2024-08-19,21,Card,2.7,69.64
100818,2062,Mumbai,Dairy,Bread,7,56.02,2024-04-01,25,Card,4.7,392.14000000000004
100819,3156,Bangalore,Vegetables,Apple,1,56.24,2024-09-23,46,Card,2.3,56.24
100820,4764,Delhi,Dairy,Milk,9,176.72,2024-04-08,25,Cash,4.0,1590.48
100821,2065,Bangalore,Snacks,Bread,7,47.81,2024-07-25,26,Cash,4.8,334.67
100822,2209,Bangalore,Beverages,Juice,6,159.52,2024-01-08,40,UPI,3.6,957.1200000000001
100823,3982,Bangalore,Dairy,Juice,2,97.74,2024-11-16,24,Card,3.7,195.48
100824,3445,Bangalore,Dairy,Bread,3,199.83,2024-04-02,22,Cash,1.4,599.49
100825,4294,Mumbai,Snacks,Banana,1,169.43,2024-06-06,49,Card,2.9,169.43
100826,1633,Hyderabad,Dairy,Chips,5,150.54,2024-12-25,36,Cash,4.5,752.6999999999999
100827,2156,Pune,Fruits,Milk,9,175.44,2024-04-08,30,UPI,2.0,1578.96
100828,4234,Bangalore,Snacks,Milk,6,130.47,2024-08-12,11,Card,4.2,782.8199999999999
100829,2238,Bangalore,Fruits,Milk,5,170.29,2024-12-05,17,UPI,3.7,851.4499999999999
100830,1732,Bangalore,Snacks,Bread,3,59.61,2024-07-26,51,UPI,1.9,178.82999999999998
100831,1234,Hyderabad,Dairy,Banana,5,28.56,2024-03-13,16,UPI,2.1,142.79999999999998
100832,4914,Delhi,Fruits,Apple,8,127.03,2024-02-28,19,Cash,2.7,1016.24
100833,3705,Delhi,Dairy,Juice,2,92.59,2024-10-13,13,Card,1.5,185.18
100834,1750,Mumbai,Snacks,Bread,5,91.02,2024-03-04,52,Cash,4.7,455.09999999999997
100835,3635,Delhi,Dairy,Apple,6,110.08,2024-09-12,50,Cash,4.0,660.48
100836,4080,Bangalore,Fruits,Juice,8,78.66,2024-02-17,45,Card,2.5,629.28
100837,4145,Bangalore,Fruits,Juice,8,128.95,2024-10-05,44,Card,2.2,1031.6
100838,1953,Bangalore,Dairy,Banana,5,15.81,2024-07-16,52,Card,3.8,79.05
100839,3539,Mumbai,Vegetables,Chips,9,194.28,2024-06-06,12,Card,2.7,1748.52
100840,3960,Bangalore,Snacks,Milk,4,185.69,2024-11-06,27,Cash,1.9,742.76
100841,4324,Delhi,Snacks,Apple,9,187.7,2024-01-07,55,Card,2.7,1689.3
100842,4301,Hyderabad,Dairy,Bread,7,79.35,2024-09-04,52,Card,4.5,555.4499999999999
100843,2542,Hyderabad,Vegetables,Apple,6,111.06,2024-08-19,33,Card,1.3,666.36
100844,2197,Pune,Fruits,Chips,4,191.28,2024-04-15,41,UPI,2.5,765.12
100845,2676,Delhi,Beverages,Milk,2,181.45,2024-04-07,43,Card,4.8,362.9
100846,2191,Bangalore,Beverages,Apple,8,160.15,2024-09-24,11,Card,1.1,1281.2
100847,3217,Hyderabad,Dairy,Chips,6,87.39,2024-02-29,11,Cash,4.6,524.34
100848,2416,Delhi,Vegetables,Bread,3,117.22,2024-11-03,19,UPI,2.5,351.65999999999997
100849,3993,Hyderabad,Vegetables,Banana,7,160.65,2024-05-19,32,Cash,1.8,1124.55
100850,3842,Bangalore,Snacks,Juice,7,61.87,2024-11-23,24,UPI,1.1,433.09
100851,3681,Hyderabad,Fruits,Bread,6,129.03,2024-07-08,21,Cash,1.3,774.1800000000001
100852,2217,Pune,Vegetables,Milk,2,167.31,2024-05-04,52,Cash,1.7,334.62
100853,2540,Pune,Beverages,Juice,8,144.42,2024-06-11,26,Card,1.1,1155.36
100854,3076,Hyderabad,Fruits,Bread,1,101.1,2024-02-29,27,Card,2.3,101.1
100855,4236,Delhi,Fruits,Bread,1,121.08,2024-01-31,23,UPI,1.2,121.08
100856,2445,Delhi,Dairy,Bread,6,197.85,2024-11-28,26,UPI,3.8,1187.1
100857,3386,Delhi,Vegetables,Bread,5,124.38,2024-03-16,24,UPI,4.3,621.9
100858,4719,Hyderabad,Dairy,Juice,9,159.27,2024-08-30,21,Card,4.5,1433.43
100859,2519,Delhi,Vegetables,Milk,7,148.05,2024-11-12,25,Cash,3.2,1036.3500000000001
100860,2388,Bangalore,Snacks,Chips,2,143.28,2024-09-14,41,UPI,4.8,286.56
100861,2856,Pune,Dairy,Apple,7,146.11,2024-07-08,32,Card,1.0,1022.7700000000001
100862,2365,Bangalore,Dairy,Banana,3,96.34,2024-11-10,47,Card,1.5,289.02
100863,1499,Delhi,Beverages,Apple,1,100.09,2024-10-22,43,Cash,2.2,100.09
100864,2680,Bangalore,Dairy,Apple,8,98.89,2024-06-25,43,Cash,4.2,791.12
100865,1510,Delhi,Vegetables,Banana,3,16.32,2024-10-14,25,Card,4.5,48.96
100866,4398,Hyderabad,Beverages,Juice,8,55.8,2024-10-20,43,Cash,3.5,446.4
100867,1216,Bangalore,Dairy,Milk,7,39.37,2024-12-13,49,Cash,2.5,275.59
100868,2324,Hyderabad,Dairy,Banana,2,178.42,2024-07-25,16,Card,3.7,356.84
100869,2155,Hyderabad,Snacks,Milk,1,62.24,2024-08-02,42,UPI,1.7,62.24
100870,2827,Mumbai,Dairy,Juice,7,36.3,2024-12-09,13,UPI,2.8,254.09999999999997
100871,4141,Delhi,Fruits,Apple,1,32.76,2024-05-20,52,Card,3.0,32.76
100872,4323,Pune,Beverages,Milk,6,143.0,2024-03-25,16,UPI,1.4,858.0
100873,4486,Delhi,Fruits,Juice,8,11.16,2024-06-30,27,Card,1.1,89.28
100874,2810,Pune,Beverages,Juice,7,99.55,2024-11-27,13,Card,4.0,696.85
100875,3492,Delhi,Snacks,Chips,4,32.59,2024-05-07,58,Cash,3.1,130.36
100876,3923,Hyderabad,Dairy,Banana,1,171.44,2024-09-25,20,UPI,2.3,171.44
100877,2205,Bangalore,Dairy,Chips,1,192.11,2024-02-08,52,Card,2.7,192.11
100878,3214,Bangalore,Dairy,Apple,4,192.16,2024-01-23,29,UPI,4.8,768.64
100879,1090,Mumbai,Beverages,Banana,5,93.97,2024-08-29,20,UPI,2.5,469.85
100880,1713,Pune,Dairy,Apple,7,132.46,2024-04-16,24,UPI,1.4,927.22
100881,2881,Pune,Fruits,Chips,4,123.94,2024-12-13,55,Card,2.9,495.76
100882,4602,Pune,Dairy,Juice,1,76.51,2024-05-21,26,Cash,3.6,76.51
100883,1038,Hyderabad,Snacks,Apple,7,94.37,2024-05-24,43,UPI,1.0,660.59
100884,4197,Pune,Fruits,Banana,2,22.22,2024-10-06,59,Card,2.3,44.44
100885,4522,Bangalore,Dairy,Banana,2,161.18,2024-09-01,57,UPI,2.6,322.36
100886,1172,Hyderabad,Dairy,Apple,8,55.75,2024-07-09,21,Cash,2.9,446.0
100887,1652,Delhi,Vegetables,Banana,5,97.5,2024-10-16,51,UPI,2.2,487.5
100888,1753,Pune,Beverages,Juice,2,101.32,2024-06-27,37,Card,3.7,202.64
100889,2243,Pune,Fruits,Juice,5,116.54,2024-04-21,57,UPI,4.8,582.7
100890,4709,Delhi,Vegetables,Banana,8,165.4,2024-08-01,44,UPI,4.7,1323.2
100891,2081,Pune,Snacks,Apple,6,141.46,2024-05-17,17,UPI,3.7,848.76
100892,2683,Delhi,Beverages,Chips,3,135.98,2024-07-18,36,Cash,3.0,407.93999999999994
100893,3523,Hyderabad,Fruits,Banana,8,110.08,2024-01-07,31,UPI,4.3,880.64
100894,1455,Bangalore,Dairy,Banana,9,28.23,2024-12-11,33,Card,4.3,254.07
100895,1828,Delhi,Fruits,Banana,5,86.38,2024-01-13,11,UPI,4.3,431.9
100896,1894,Mumbai,Dairy,Banana,2,191.89,2024-03-20,40,UPI,1.6,383.78
100897,2384,Delhi,Beverages,Apple,2,199.15,2024-10-12,31,UPI,1.1,398.3
100898,2958,Pune,Dairy,Chips,7,148.79,2024-06-07,10,Cash,4.9,1041.53
100899,4072,Hyderabad,Snacks,Chips,1,53.23,2024-09-28,23,Card,4.8,53.23
100900,3434,Hyderabad,Dairy,Milk,2,29.36,2024-07-19,34,UPI,3.3,58.72
100901,2996,Delhi,Snacks,Banana,4,88.81,2024-05-29,45,Card,5.0,355.24
100902,3395,Bangalore,Beverages,Banana,1,172.75,2024-10-22,45,Card,4.1,172.75
100903,1189,Mumbai,Beverages,Milk,4,147.15,2024-10-19,50,Cash,3.1,588.6
100904,1504,Hyderabad,Fruits,Chips,5,177.94,2024-11-29,12,Card,2.6,889.7
100905,2214,Pune,Snacks,Bread,9,127.0,2024-09-28,14,UPI,3.4,1143.0
100906,2531,Pune,Snacks,Juice,1,34.76,2024-02-12,10,Cash,3.1,34.76
100907,4440,Bangalore,Vegetables,Bread,5,31.81,2024-11-14,28,Cash,5.0,159.04999999999998
100908,4480,Hyderabad,Vegetables,Chips,2,19.12,2024-01-15,42,Card,3.0,38.24
100909,1823,Delhi,Vegetables,Banana,9,117.75,2024-09-04,51,Cash,4.3,1059.75
100910,1928,Pune,Dairy,Bread,6,56.15,2024-06-20,39,Card,4.3,336.9
100911,1933,Bangalore,Vegetables,Apple,2,149.53,2024-08-05,21,Card,1.3,299.06
100912,2140,Hyderabad,Snacks,Apple,3,140.39,2024-05-16,19,Cash,1.3,421.16999999999996
100913,1133,Hyderabad,Dairy,Milk,8,70.44,2024-11-16,43,UPI,3.6,563.52
100914,3105,Hyderabad,Beverages,Chips,1,43.59,2024-08-14,25,Card,2.0,43.59
100915,4627,Hyderabad,Fruits,Chips,3,29.46,2024-02-13,49,Cash,3.6,88.38
100916,1684,Hyderabad,Vegetables,Bread,1,150.09,2024-01-20,55,Cash,1.6,150.09
100917,3719,Pune,Beverages,Banana,8,95.58,2024-04-28,38,Card,2.6,764.64
100918,3220,Bangalore,Snacks,Chips,1,71.47,2024-08-21,24,Card,1.4,71.47
100919,2852,Hyderabad,Fruits,Bread,5,172.76,2024-12-01,57,Card,2.1,863.8
100920,1814,Mumbai,Beverages,Bread,4,122.79,2024-12-21,20,Card,1.4,491.16
100921,2172,Mumbai,Fruits,Juice,7,108.42,2024-09-18,53,UPI,4.9,758.94
100922,1079,Bangalore,Vegetables,Juice,5,151.24,2024-03-23,43,UPI,2.6,756.2
100923,3933,Delhi,Snacks,Chips,8,164.96,2024-01-31,45,UPI,4.6,1319.68
100924,4284,Delhi,Fruits,Bread,1,140.35,2024-11-17,39,UPI,4.9,140.35
100925,1202,Delhi,Beverages,Milk,5,93.6,2024-09-30,44,Cash,4.6,468.0
100926,3811,Mumbai,Vegetables,Milk,4,82.07,2024-08-21,18,Card,2.8,328.28
100927,2252,Delhi,Vegetables,Juice,3,156.62,2024-01-28,27,Cash,4.1,469.86
100928,2699,Pune,Beverages,Chips,5,108.4,2024-09-08,28,Cash,1.6,542.0
100929,2250,Hyderabad,Beverages,Banana,3,143.83,2024-11-19,48,UPI,1.4,431.49
100930,2682,Mumbai,Fruits,Milk,8,179.18,2024-09-09,13,Cash,4.5,1433.44
100931,2555,Bangalore,Dairy,Milk,3,184.02,2024-08-26,15,UPI,1.1,552.0600000000001
100932,4512,Bangalore,Vegetables,Juice,1,62.77,2024-11-09,42,Card,4.9,62.77
100933,4473,Hyderabad,Fruits,Juice,9,45.7,2024-06-23,41,UPI,3.7,411.3
100934,3094,Mumbai,Beverages,Chips,9,59.64,2024-07-12,25,Card,2.7,536.76
100935,2256,Delhi,Fruits,Juice,6,152.76,2024-06-28,20,UPI,1.6,916.56
100936,4376,Delhi,Beverages,Apple,1,80.31,2024-10-21,31,Cash,3.9,80.31
100937,2549,Pune,Snacks,Bread,8,42.94,2024-08-02,45,Cash,3.3,343.52
100938,2166,Pune,Beverages,Milk,2,28.69,2024-07-21,59,UPI,3.8,57.38
100939,4486,Delhi,Beverages,Apple,9,72.19,2024-09-06,32,Card,2.7,649.71
100940,4584,Bangalore,Beverages,Banana,8,35.87,2024-12-27,35,Card,1.3,286.96
100941,2396,Bangalore,Dairy,Apple,3,39.71,2024-09-13,40,UPI,2.3,119.13
100942,4637,Pune,Beverages,Chips,5,139.94,2024-03-15,38,Cash,2.3,699.7
100943,4957,Hyderabad,Vegetables,Banana,9,13.75,2024-12-09,14,Card,1.0,123.75
100944,4330,Delhi,Vegetables,Banana,1,32.34,2024-07-20,47,UPI,1.0,32.34
100945,3703,Pune,Fruits,Juice,9,170.43,2024-05-21,34,Card,2.3,1533.8700000000001
100946,1470,Pune,Dairy,Apple,4,170.53,2024-07-24,43,Cash,3.9,682.12
100947,4018,Delhi,Fruits,Chips,4,72.56,2024-07-17,21,Card,3.5,290.24
100948,2035,Delhi,Vegetables,Milk,4,26.71,2024-06-19,31,UPI,2.0,106.84
100949,2353,Bangalore,Vegetables,Juice,9,143.94,2024-11-11,18,Card,3.4,1295.46
100950,3783,Hyderabad,Snacks,Apple,6,78.43,2024-08-15,29,Card,3.6,470.58000000000004
100951,3831,Hyderabad,Beverages,Milk,8,18.64,2024-06-27,38,Cash,3.1,149.12
100952,1967,Delhi,Vegetables,Apple,4,39.99,2024-10-01,53,Cash,3.1,159.96
100953,1357,Mumbai,Fruits,Juice,3,36.07,2024-03-02,38,Cash,2.5,108.21000000000001
100954,4019,Pune,Fruits,Milk,1,121.93,2024-11-22,54,Cash,1.5,121.93
100955,4479,Pune,Beverages,Juice,7,180.64,2024-07-22,36,UPI,2.5,1264.48
100956,1667,Delhi,Beverages,Apple,4,160.68,2024-05-12,26,Card,2.4,642.72
100957,1372,Mumbai,Snacks,Banana,8,113.84,2024-03-12,14,Card,3.4,910.72
100958,2031,Bangalore,Dairy,Bread,3,90.21,2024-03-18,54,Card,4.4,270.63
100959,2145,Delhi,Fruits,Banana,1,127.55,2024-07-07,22,Card,2.5,127.55
100960,2371,Delhi,Beverages,Juice,5,94.32,2024-12-21,51,UPI,3.8,471.59999999999997
100961,3723,Pune,Fruits,Juice,2,56.76,2024-03-11,24,Cash,4.2,113.52
100962,1089,Delhi,Beverages,Juice,3,139.05,2024-09-19,24,Card,1.8,417.15000000000003
100963,4719,Delhi,Vegetables,Milk,6,175.92,2024-11-01,27,Card,4.6,1055.52
100964,3745,Delhi,Fruits,Chips,3,80.85,2024-02-15,59,Cash,1.3,242.54999999999998
100965,4387,Pune,Vegetables,Juice,3,169.89,2024-08-11,11,Cash,4.6,509.66999999999996
100966,4249,Bangalore,Fruits,Banana,6,91.91,2024-11-23,32,Card,1.7,551.46
100967,1539,Bangalore,Dairy,Bread,5,86.25,2024-09-06,52,Cash,2.3,431.25
100968,3779,Delhi,Snacks,Juice,9,15.38,2024-03-16,22,Card,3.4,138.42000000000002
100969,1868,Pune,Vegetables,Juice,1,142.1,2024-03-14,52,Card,4.6,142.1
100970,1040,Bangalore,Beverages,Juice,3,163.43,2024-05-21,13,Card,2.0,490.29
100971,1739,Bangalore,Dairy,Milk,3,136.08,2024-03-13,56,Card,4.1,408.24
100972,4775,Bangalore,Fruits,Juice,6,38.76,2024-04-11,34,Card,3.8,232.56
100973,2946,Pune,Vegetables,Banana,8,29.63,2024-04-03,20,Card,1.6,237.04
100974,3549,Pune,Fruits,Apple,3,118.84,2024-03-09,59,Cash,2.9,356.52
100975,4006,Delhi,Fruits,Chips,3,86.29,2024-03-05,57,UPI,2.9,258.87
100976,4216,Hyderabad,Fruits,Juice,6,91.53,2024-07-11,51,UPI,2.2,549.1800000000001
100977,2224,Bangalore,Snacks,Milk,8,193.88,2024-03-02,21,Card,4.1,1551.04
100978,1928,Hyderabad,Snacks,Banana,6,147.55,2024-01-20,22,Cash,4.7,885.3000000000001
100979,3036,Pune,Beverages,Juice,3,88.24,2024-08-28,18,Card,3.9,264.71999999999997
100980,4795,Pune,Vegetables,Milk,4,13.63,2024-07-21,54,Cash,4.9,54.52
100981,3508,Pune,Dairy,Apple,1,16.48,2024-10-26,47,Card,1.2,16.48
100982,3779,Hyderabad,Dairy,Bread,8,140.11,2024-07-13,15,Card,1.1,1120.88
100983,3799,Pune,Dairy,Juice,4,169.17,2024-03-02,52,UPI,4.6,676.68
100984,1924,Delhi,Fruits,Banana,6,144.46,2024-04-16,52,Cash,4.6,866.76
100985,3956,Pune,Snacks,Milk,3,87.12,2024-05-04,19,Cash,1.4,261.36
100986,2581,Mumbai,Vegetables,Milk,6,15.92,2024-10-27,32,UPI,2.4,95.52
100987,4618,Hyderabad,Fruits,Juice,9,193.81,2024-09-23,24,UPI,4.3,1744.29
100988,4324,Mumbai,Snacks,Milk,9,197.4,2024-07-20,54,UPI,1.5,1776.6000000000001
100989,1389,Pune,Snacks,Bread,3,114.38,2024-06-10,32,UPI,2.1,343.14
100990,2617,Delhi,Vegetables,Milk,3,23.43,2024-12-09,49,Cash,3.7,70.28999999999999
100991,3930,Bangalore,Vegetables,Chips,4,112.78,2024-10-28,46,Cash,4.9,451.12
100992,1255,Pune,Vegetables,Chips,7,179.54,2024-04-21,43,UPI,4.2,1256.78
100993,1708,Delhi,Fruits,Milk,3,139.2,2024-12-02,25,Card,4.1,417.59999999999997
100994,2838,Hyderabad,Beverages,Juice,8,146.8,2024-02-01,54,Card,2.4,1174.4
100995,2944,Mumbai,Vegetables,Chips,8,26.14,2024-04-07,50,Card,3.6,209.12
100996,3497,Mumbai,Beverages,Banana,6,30.24,2024-09-03,56,Card,1.5,181.44
